Shooting range ID,Name,Street address,State,City,Zip code,Phone number,NSSF Member,Facility Details,Services,Shooting Available,Distance,Competition,Website
6049,Blackwood Gun Club,11400 FM 2854,TX,Conroe,77304,(936) 441-4040,NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 200 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['3 Gun/Multi Gun', 'Bench Rest', 'Practical/Action Pistol', 'Rimfire Challenge', 'Skeet Competition', 'Smallbore', 'Sporting Clays/FITASC']",http://www.BlackwoodGunClub.com
10581,7 Foxtrot LLC - Firearms Training Complex,2140 Farm to Market Road 1582,TX,Pearsall,78061,(210) 294-3949,NSSF,"['Private', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Lodging Available', ""Women's Programs""]","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 1000 yd/mtr', 'Center-Fire Rifle: 1000 yd/mtr']","['3 Gun/Multi Gun', 'Hi-Power Rifle Matches', 'Practical/Action Pistol']",https://7foxtrot.com/
9201,Spring Guns & Ammo,4401 Spring Cypress Rd,TX,Spring,77388,(281) 288-7000,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', 'Retail Store', ""Women's Programs""]","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']","['Practical/Action Pistol', 'Rimfire Challenge']",http://www.springgunsandammo.com
7783,Athena Gun Club,10814 Katy Fwy,TX,Houston,77043-5007,(713) 461-5900,NSSF,"['Public', 'Indoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 50 ft']",[],http://www.athenagunclub.com
7761,Texas Gun Club,206 Brand Lane,TX,Stafford,77477,(832) 953-4486,NSSF,"['Public', 'Indoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']",['Handgun/Smallbore Rifle: 50 yd/mtr'],[],http://www.texasgunclub.com
11752,Range USA - Houston,9099 Westheimer Road,TX,Houston,77063,(832) 553-4550,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', 'Retail Store', ""Women's Programs""]","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://rangeusa.com
1568,"Carter's Shooting Center, Inc dba Carter's Country",6231 Treaschwig Rd,TX,Spring,77373-7698,(281) 443-8393,NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",['Airgun'],http://www.carterscountry.com/
3513,Greater Houston Gun Club,6700 McHard Road,TX,Houston,77053,(281) 437-6025,NSSF,"['Private', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Instruction Available', 'Picnic Area', ""Women's Programs""]",['Shotguns'],[],[],http://www.greaterhoustongunclub.com
9194,Sportsmans Outlet Indoor Shooting Center,1710 FM 1960 Bypass East,TX,Humble,77386,(281) 540-1160,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']","['Instruction Available', ""Women's Programs"", 'Youth Programs']",[],"['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://sportsmansoutlet.com
5448,Trinity Armory Inc,2152 County Road 388,TX,Cleveland,77328,(281) 659-2800,NSSF,"['Public', 'Indoor/Outdoor', 'Commercial Range', 'Law enforcement', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 300 yd/mtr', 'Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 300 yd/mtr', 'Center-Fire Rifle: 75 ft']","['3 Gun/Multi Gun', 'Airgun', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Rimfire Challenge']",http://www.trinityarmoryinc.com
9212,Defender Outdoors Clay Sports Range,8270 Aledo Road,TX,Fort Worth,76126,(817) 935-8378,NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']",['Shotguns'],[],['Sporting Clays/FITASC'],http://www.claysportsranch.com
11398,"Marksman Indoor Range, Inc",507 Nebraska Street,TX,South Houston,77587,(713) 944-3520,NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Municipal Facility', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', 'Retail Store']",['Handguns'],['Handgun/Smallbore Rifle: 50 ft'],[],http://Marksmanrange.com
5440,Shady Oaks Gun Range,3100 Woodall Dr.,TX,Cedar Park,78613,(512) 394-7734,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members', 'Membership and Open to Public', 'Open to Public']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://www.shadyoaksgunrange.com
2056,Austin Skeet,2933 Pecan Springs Rd,TX,Austin,78723-4630,(512) 926-3363,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range']","['Equipment Rentals', 'Instruction Available']",[],[],[],#
2901,Capitol City Trap & Skeet Club,8707 Lindell Ave,TX,Austin,78724,(512) 272-4707,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club""]","['Clubhouse/Lounge/Lodge', 'Instruction Available', 'Picnic Area']",['Shotguns'],[],[],http://www.capitolclays.com
6787,Capital City Trap & Skeet Gun Club Inc,9707 Lindell Ln,TX,Austin,78714,(512) 272-4707,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Instruction Available']",['Shotguns'],[],"['Skeet Competition', 'Sporting Clays/FITASC', 'Trap Competition']",http://www.capitolclays.com/
4029,Fort Hood Skeet & Trap Club,53rd Street and North Avenue Bldg 1937,TX,Georgetown,78626-4540,(254) 532-2422,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range']","['Camper/RV Sites', 'Food Service/Snacks', 'Lodging Available', 'Picnic Area', 'Youth Programs']",['Shotguns'],[],[],http://fthoodskeet.freewebpage.org/
2423,"Austin Rifle Club, Inc.",16312 Littig Road,TX,Manor,78653,(512) 837-3422,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Instruction Available', 'Junior Rifle', 'Picnic Area', 'Youth Programs']",[],[],"['Handgun Metallic Silhouette', 'Rifle Metallic Silhouette']",http://www.austinrifleclub.org
3525,Cypress Valley Preserve,6301 N Highway 183,TX,Liberty Hill,78642,(254) 793-3341,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Hunting Preserve', 'Handicap accessible', 'Public Access', 'Members Only', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available', 'Picnic Area']",['Shotguns'],[],['Sporting Clays/FITASC'],http://www.cypressvalleypreserve.com
6240,Yankee Branch Skeet Club,3300 County Rd 329,TX,Granger,76530,(512) 423-3479,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club""]",[],['Shotguns'],[],[],http://www.mynssa.com/Manager/club_details_print.aspx?c=16118
11515,Insight Range,422 County Road 407,TX,Spicewood,78669,(830) 360-1657,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Municipal Facility', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Picnic Area']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['3 Gun/Multi Gun', 'Bench Rest', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette']",http://InsightConsultingTX.com
11428,Copperhead Creek Shooting Club,6908 E FM 1431,TX,Marble Falls,78654,(830) 265-4950,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Municipal Facility', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Lodging Available', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['Smallbore', 'Sporting Clays/FITASC']",http://www.copperheadclub.com
9189,Jimmie's Gun Shop,568 Old Lexington Rd,TX,Elgin,78621,512-281-5775,Non-NSSF,"['Public', 'Outdoor', 'Handicap accessible', 'Public Access']","['Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Retail Store']",['Shotguns'],"['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 100 yd/mtr']",[],http://jimmiesgunshop.com
5620,Krav K9 and Tactical,235 CR 238,TX,Bertram,78605,(512) 909-4642,Non-NSSF,"['Private', 'Outdoor', 'Law enforcement', ""Gun/Sportsman's Club"", 'Military Facility', 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 300 yd/mtr']","['3 Gun/Multi Gun', 'Airgun', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Smallbore']",http://training.kravk9.com
3925,Central Texas Shooting Reserve,651 Spur 619,TX,Elgin,78621,(512) 856-2200,Non-NSSF,"['Public', 'Outdoor', 'Hunting Preserve', 'Handicap accessible']","['Clubhouse/Lounge/Lodge', 'Picnic Area']",['Shotguns'],[],[],http://www.centxshoot.com
7332,El Rancho Escondido,2701 Lone Man Mountain Rd,TX,Driftwood,78619,(512) 923-2596,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range']","['Hunter Education', 'Instruction Available', 'Youth Programs']",['Handguns'],['Handgun/Smallbore Rifle: 50 yd/mtr'],[],http://www.driftwoodchl.com
2899,Central Texas Benchrest Shooters-New Braunfels,302 Delaware Springs Blvd,TX,Burnet,78611-3516,(512) 756-1116,Non-NSSF,"['Public', 'Outdoor']",[],[],[],[],#
5025,Shiny Top Ranch,7702 Shiney Top Ranch Lane,TX,Salado,76571,(254) 718-8675,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']",['Clubhouse/Lounge/Lodge'],"['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",[],http://www.shinytopranch.com
4392,Blanco County Sportsman`s Club,612 East Main St.,TX,Johnson City,78636,,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only']",[],[],[],[],#
3924,Border South Consultants,1101 Leah Ave,TX,San Marcos,78666-7633,(512) 392-8748,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only']",[],[],[],[],#
6786,Austin Gun Club,"2901 County Rd., 206",TX,Lampass,76550,(512) 755-2282,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Hunting Preserve', 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Lodging Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']",[],http://www.austingunclub.com
10833,Sendero Shooting Sports,3360 W. US Hwy 190,TX,Belton,76513,(254) 613-4666,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members', 'Membership and Open to Public', 'Open to Public']","['Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Archery Indoor']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",[],http://www.senderoshootingsports.com/
