Shooting range ID,Name,Street address,State,city,Zip code,Phone number,NSSF Member,Facility Details,Services,Shooting Available,Distance,Competition,Website
4905,Texas Archery Academy,600 Accent Dr Suite B,TX,Plano,75075,(214) 827-7000,Non-NSSF,"['Public', 'Indoor', 'Municipal Facility', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available']","['Archery Outdoor Field', 'Archery Outdoor 3D']",[],[],http://www.texasarcheryacademy.org
3881,"Dallas Muzzle Loading Gun Club, Inc",9204 Heatherdale Dr,TX,Dallas,75243,(214) 341-9421,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only']",[],[],[],[],#
4286,"Bullet Trap, Inc.",2608 Avenue K,TX,Plano,75074,(972) 881-0372,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Members Only']","['Equipment Rentals', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://www.bullettrapinc.com
2392,Texins Archery Club,10751 Luna Rd,TX,Dallas,75220,(214) 960-4088,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only']",[],"['Shotguns', 'Archery Outdoor Field', 'Archery Outdoor 3D']",[],['3D Archery'],http://www.dallasarchery.com/index.php?section=1
6695,Irving Bowhunters Assn.,4425 Longleaf Dr.,TX,Garland,75042,(214) 272-2041,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Members Only', 'Memberships Available']","['Instruction Available', 'Picnic Area']",['Archery Outdoor Field'],[],[],http://www.ibatx.org
2118,Target Master Indoor Shooting Center,1717 South Jupiter,TX,Garland,75042,(214) 343-4545,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Memberships Available']","['Equipment Rentals', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']",['Handgun/Smallbore Rifle: 75 ft'],[],http://www.targetmasters.com
10416,Lake Highlands Shooting Center,10757 Mapleridge Drive,TX,Dallas,75238,(214) 343-3494,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available', 'Retail Store']","['Rifles', 'Shotguns']",['Center-Fire Rifle: 50 ft'],[],http://www.lhshootingcenter.com
1658,DFW Gun Range & Training Center,1607 W Mockingbird Ln,TX,Dallas,75235-5008,(214) 630-4866,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",['Precision Pistol'],http://www.dfwgun.com
7676,Sportsman Shooting Center,1960 Enchanted Way,TX,Grapevine,76051,(469) 222-6431,Non-NSSF,"['Public', 'Indoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']",['Rifles'],[],[],http://www.sportsmanshootingcenter.com/
1743,Dallas Gun Club,3601 IH35 South,TX,Lewisville,75029,(972) 462-0043,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Members Only']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Lodging Available', 'Picnic Area', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['Skeet Competition', 'Trap Competition']",http://www.dallasgunclub.com
7891,Frisco Gun Club,6565 Eldorado Pkwy,TX,Frisco,75033,(214) 618-4144,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']",['Handgun/Smallbore Rifle: 75 ft'],['Bench Rest'],http://www.friscogunclub.com
2192,Garland Public Shooting Range,2606 Pleasant Valley Rd.,TX,Garland,75040,(972) 495-5330,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available', 'Picnic Area', 'Retail Store']","['Rifles', 'Shotguns']",['Center-Fire Rifle: 100 yd/mtr'],[],http://www.garlandpublicshootingrange.com
6934,Denton County Archers,Highway 380,TX,Aubrey,76227,(817) 365-2677,Non-NSSF,"['Private', 'Indoor/Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']",['Picnic Area'],"['Archery Indoor', 'Archery Outdoor Field', 'Archery Outdoor 3D']",[],['3D Archery'],http://dentoncountyarchers.com/
5741,Graham Skeet Club Inc.,FM 1171,TX,Graham,76450,(940) 549-8833,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']",[],['Shotguns'],[],[],#
6692,Denton County Sports Assn.,409 Copper Canyon Rd.,TX,Argyle,76226,(972) 949-4180,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', ""Women's Programs""]",[],[],[],http://www.dentoncountysports.com
5822,North Texas Shooters Association,2906 Pottery Trail,TX,Corinth,76210,(214) 794-8006,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range']","['Camper/RV Sites', 'Instruction Available']",['Shotguns'],[],[],http://www.shootntsa.com
4270,Grand Prairie Gun Club,2330 Lower Tarrant Road,TX,Grand Prairie,75050,(972) 641-9940,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Hunter Education', 'Instruction Available', 'Picnic Area', 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['Airgun', 'Handgun Metallic Silhouette', 'Skeet Competition', 'Trap Competition']",http://www.gpgc.net
11797,The Range in McKinney,415 Industrial Boulevard,TX,McKinney,75069,(972) 330-4415,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Food Service/Snacks', 'Instruction Available', 'Junior Rifle', 'Retail Store']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",['Rimfire Challenge'],http://www.therangeinmckinney.com
10962,407 Gun Club,831 Farm to Market Road 407,TX,Argyle,76226,(940) 240-1555,Non-NSSF,"['Public', 'Indoor/Outdoor', 'Law enforcement', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Instruction Available', 'Picnic Area', 'Retail Store']","['Handguns', 'Rifles', 'Archery Outdoor Field', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",[],http://www.407gunclub.com
11965,The Compound Nevada,6710 Act Industries Cir,TX,Nevada,75173,(972) 853-0602,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",['Airgun'],http://www.tcatrc.com
6106,Armadillo Gun Store & Range,6710 Act Industries Cir,TX,Nevada,75173,(972) 853-0602,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['Airgun', 'Bench Rest', 'Rimfire Challenge']",http://www.armadilloguns.com
11971,Northlake Shooting Sports,13055 Cleveland Gibbs Road,TX,Northlake,76262,(817) 296-6774,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']",['Shotguns'],[],"['Skeet Competition', 'Sporting Clays/FITASC', 'Trap Competition']",#
6964,U.T.A. Police Range,UNKNOWN,TX,Arlington,76019,(817) 273-3381,Non-NSSF,"['Private', 'Indoor', 'Law enforcement']",[],[],[],[],#
7623,Proactive Defense,I-35W at FM1171,TX,Northlake,76262,(817) 919-7990,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Municipal Facility', ""Gun/Sportsman's Club"", 'Military Facility', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 50 yd/mtr']","['3 Gun/Multi Gun', 'Bench Rest', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Precision Pistol', 'Rimfire Challenge', 'Smallbore']",http://www.proactivedefense.net
3440,Little Big Bore,500 Northridge St,TX,Denton,76201-0827,,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only']",[],[],[],[],#
6081,Lonestar Gun Range & Resort,1570 Lawson Rd,TX,Mesquite,75181,(972) 360-3140,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Lodging Available', 'Picnic Area']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']","['3D Archery', '3 Gun/Multi Gun', 'Bench Rest', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Rimfire Challenge', 'Skeet Competition', 'Smallbore', 'Sporting Clays/FITASC']",http://www.lonestargunclub.com
5980,"Gibson's Outpsot & Shooting Range, Inc.",1712 Lawson Rd,TX,Mesquite,75181-1932,(972) 222-8127,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible']","['Instruction Available', 'Retail Store']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 200 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']",[],#
11440,CYA Guns & Ammo,206 East US Highway 80,TX,Forney,75126,(972) 279-4292,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Food Service/Snacks', 'Instruction Available', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",['Precision Pistol'],http://www.cyaguns.com
4055,Haltom City Rifle & Pistol,2100 Minnis Dr Highway 21 & Minnis Dr.,TX,Haltom City,76117-5369,(817) 834-8498,Non-NSSF,"['Private', 'Indoor/Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 200 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['Airgun', 'Handgun Metallic Silhouette', 'Rifle Metallic Silhouette', 'Smallbore']",http://www.haltomcityrpc.org
