Shooting range ID,Name,Street address,State,City,Zip code,Phone number,NSSF Member,Facility Details,Services,Shooting Available,Distance,Competition,Website
4866,Sage Shooting Facility,Old Gravel Pit Brown Road,CA,Ridgecrest,93555,(760) 375-9690,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Law enforcement', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Equipment Rentals', 'Food Service/Snacks', 'Picnic Area', 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']","['3 Gun/Multi Gun', 'Hi-Power Rifle Matches', 'Rimfire Challenge']",#
1609,Ridgecrest Gun Range Association,5136 Wiknich Rd,CA,Ridgecrest,93555-3921,(760) 375-1004,Non-NSSF,"['Public', 'Outdoor', 'Law enforcement', 'Municipal Facility', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Lodging Available', 'Picnic Area', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 500 yd/mtr']","['Airgun', 'Bench Rest', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Smallbore']",http://www.rgra.org
4786,Indian Wells Valley S&TC,2150 Clodt Rd,CA,Inyokern,93527,(619) 377-4961,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Public Access', 'Memberships Available']",['Food Service/Snacks'],['Shotguns'],[],[],http://www.cgsta.com/central/indianwells.htm
4588,KERN RIVER VALLEY GUN ASSN TARGET RANGE,Cyrus Canyon Rd,CA,Kernsville,93238,(760) 376-2461,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Instruction Available', ""Women's Programs""]","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']","['Bench Rest', 'Smallbore', 'Sporting Clays/FITASC']",#
3483,Tehachapi Sportsmans Club,Sand Cyn Rd & Hwy 58,CA,Tehachapi,93581-0496,(661) 972-2970,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Instruction Available', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 300 yd/mtr', 'Center-Fire Rifle: 300 yd/mtr']","['Bench Rest', 'Smallbore', 'Sporting Clays/FITASC']",http://www.tehachapisportsmanclub.com
6082,The Trap Range,14866 United St,CA,Mojave,93501,(661) 342-7703,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Instruction Available', 'Picnic Area', 'Youth Programs']","['Shotguns', 'Archery Outdoor Field']",[],"['Skeet Competition', 'Trap Competition']",#
5723,Edwards AFB Rod & Gun Club,95 SPTG/SVGO 210 Adams Way,CA,Edwards Afb,93524,(661) 275-8727,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available']",[],['Shotguns'],[],[],http://edwardsfss.com/wordpress/recreation/outdoor-recreation/rod-and-gun-club
7240,The Gun Shop,44633 Sierra Highway,CA,Lancaster,93534-3543,(805) 942-7026,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Public Access']",['Retail Store'],['Handguns'],['Handgun/Smallbore Rifle: 50 ft'],[],#
10272,5 Dogs Range,20238 Woody Road,CA,Bakersfield,93308,(661) 399-7296,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Camper/RV Sites', 'Clubhouse/Lounge/Lodge', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Rimfire Challenge', 'Sporting Clays/FITASC']",http://5dogsrange.com/
3603,Whiteside Sporting Clays,45408 160th St. W.,CA,Lancaster,93536,(661) 724-1291,Non-NSSF,"['Private', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available']",['Shotguns'],[],[],http://www.avschunt.com
2852,Palmdale Fin and Feather Club,600 E. Ave S.,CA,Palmdale,93550,(661) 947-2884,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']",[],['Shotguns'],[],[],http://palmdalefinandfeatherclub.com/
11416,Apple Valley Gun Club,16699 Stoddard Wells Rd,CA,Victorville,92392,(760) 245-8702,Non-NSSF,"['Private', 'Indoor/Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field', 'Archery Outdoor 3D']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 300 yd/mtr']","['3D Archery', '3 Gun/Multi Gun', 'Bench Rest', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Smallbore', 'Trap Competition']",http://www.applevalleygunclub.com
11400,The Training Center,2523 Mohawk Street,CA,Bakersfield,93308,(661) 323-4512,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Archery Indoor', 'Archery Outdoor Field']",['Handgun/Smallbore Rifle: 75 ft'],['Airgun'],http://www.trainingrange.com
1582,"Second Amendment Sports, Inc.",2523 Mohawk Street,CA,Bakersfield,93308,(661) 323-4512,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Archery Indoor', 'Archery Outdoor Field']",['Handgun/Smallbore Rifle: 75 ft'],['Airgun'],http://www.2ndamendmentsports.com
5259,Guns & Roosters Hunting Club,2300 N Lime,CA,Porterville,93257,(559) 798-1966,Non-NSSF,"['Public', 'Outdoor', 'Hunting Preserve', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']",[],[],[],[],http://www.gunsandroostershunting.com
11446,Aegis Authority LLC,13212 Tawya Road,CA,Apple Valley,92308,(626) 347-0801,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Picnic Area', 'Retail Store', ""Women's Programs""]","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['3 Gun/Multi Gun', 'Bench Rest', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Precision Pistol', 'Rimfire Challenge', 'Smallbore', 'Sporting Clays/FITASC']",https://aegisauthority.com/
11408,The Training Center - West Bakersfield,12556 Jomani Drive,CA,Bakersfield,93312,(661) 588-4867,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Junior Rifle', 'Retail Store', ""Women's Programs""]","['Handguns', 'Rifles', 'Archery Indoor']","['Handgun/Smallbore Rifle: 75 ft', 'Center-Fire Rifle: 75 ft']",[],http://www.traingingrange.com
1581,A Place To Shoot,33951 San Francisquito Canyon Road,CA,Saugus,91350,(661) 296-5552,Non-NSSF,"['Public', 'Outdoor', 'Law enforcement', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 50 yd/mtr']",['Cowboy Action Shooting'],http://www.aplacetoshoot.net
4054,Lucerne Valley Lions Club Shooting Range,30200 Del Oro Road,CA,Lucerne Valley,92356-0401,(760) 248-7670,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access']","['Food Service/Snacks', 'Instruction Available', 'Junior Rifle', 'Picnic Area', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['Airgun', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Trap Competition']",http://www.lvlionsclub.com/publicshootingrange.htm
1885,North Hollywood Sportsman's Club,30769 San Francisquito Canyon Rd,CA,Santa Clarita,91390,(661) 296-9893,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available']",[],['Shotguns'],[],"['Skeet Competition', 'Trap Competition']",http://www.northhollywoodsportsmans.club/
4397,Burbank Rifle & Revolver Club,36200 Paradise Ranch Road North End of Paradise Ranch Road,CA,Castaic,91384,(310) 676-3300,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Picnic Area']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']",['Hi-Power Rifle Matches'],http://www.brrc.org
6908,Kern County Gun Club,12450 Shotgun Road,CA,Bakersfield,93311,(661) 765-5818,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']","['Camper/RV Sites', 'Youth Programs']",['Shotguns'],[],[],http://www.kerncountygunclub.com
1950,Rankin Field Weapons Range,20000 County Road 140,CA,Tulare,93274,(559) 684-8853,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Food Service/Snacks', 'Instruction Available', 'Picnic Area', 'Youth Programs']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['Bench Rest', 'Cowboy Action Shooting', 'Practical/Action Pistol', 'Precision Pistol', 'Smallbore']",http://www.rankinfield.org
4276,Burro Canyon Shooting Park,22100 East Fork Road,CA,Azusa,91702,(626) 910-1344,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Food Service/Snacks', 'Instruction Available', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']",[],http://www.burrocanyon.com
3355,Arrowhead Fish and Game,Highway 173,CA,Lake Arrowhead,92352-0567,(909) 337-7000,Non-NSSF,"['Private', 'Indoor/Outdoor', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Instruction Available', 'Picnic Area']","['Rifles', 'Shotguns', 'Archery Outdoor Field']","['Center-Fire Rifle: 50 yd/mtr', 'Center-Fire Rifle: 50 ft']",['Practical/Action Pistol'],http://www.arrowheadfishandgame.com/home/
6352,Los Angeles Silhouette Club,12651 Little Tujunga Canyon Road,CA,Lake View Terrace,91310,(818) 899-2255,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Clubhouse/Lounge/Lodge', 'Food Service/Snacks', 'Instruction Available', 'Junior Rifle', 'Lodging Available', 'Picnic Area', 'Retail Store']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 200 yd/mtr', 'Center-Fire Rifle: 200 yd/mtr']","['Airgun', 'Handgun Metallic Silhouette', 'Rifle Metallic Silhouette']",http://www.lasc.us
3631,Moore-N-Moore Sporting Clays,12651 Little Tujunga Canyon Rd,CA,Sylmar,91342-6311,(818) 890-4788,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']",['Handgun Metallic Silhouette'],http://www.moorenmoore.com
3381,Thompson Piru Gun Range,6700 Holser Canyon Road,CA,Castaic,91384,(805) 521-1177,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Instruction Available', 'Junior Rifle']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 500 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']","['Airgun', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Precision Pistol', 'Rimfire Challenge', 'Smallbore']",http://www.pirugunrange.com
2045,Burbank Muzzleloaders,Holser Canyon,CA,Piru,93023-4149,(323) 666-6012,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', ""Gun/Sportsman's Club"", 'Members Only', 'Memberships Available']",['Clubhouse/Lounge/Lodge'],[],[],[],http://burbankmuzzleloaders.com/index.php?option=com_frontpage&Itemid=1
7428,California Wheel Burners,6700 Holser Canyon Rd,CA,Piru,93040,(805) 581-1145,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Public Access', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']",[],[],[],"['Practical/Action Pistol', 'Rimfire Challenge']",http://www.cawheelburners.com/
11131,California Tactical Academy,5822 Holser Canyon Road,CA,Piru,93040,(805) 398-0003,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Law enforcement', 'Municipal Facility', ""Gun/Sportsman's Club"", 'Military Facility', 'Hunting Preserve', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Hunter Education', 'Instruction Available', 'Junior Rifle', 'Picnic Area', 'Retail Store', ""Women's Programs"", 'Youth Programs']","['Handguns', 'Rifles', 'Shotguns', 'Archery Outdoor Field']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 1000 yd/mtr']","['3 Gun/Multi Gun', 'Bench Rest', 'Cowboy Action Shooting', 'Handgun Metallic Silhouette', 'Hi-Power Rifle Matches', 'Muzzle Loading Events', 'Practical/Action Pistol', 'Precision Pistol', 'Rifle Metallic Silhouette', 'Rimfire Challenge', 'Smallbore']",http://www.ctala.com
3602,Wingmaster Gun Club,12600 Bell Rd,CA,Wasco,93280-9626,(805) 758-2100,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range']",[],['Shotguns'],[],[],#
3601,Taft Sportsmens Club & Junior Division,Petroleum Club Road,CA,Taft,93268,(661) 745-0416,Non-NSSF,"['Private', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Members Only', 'Memberships Available', 'Host Events Open To Public/Non-Members']",['Youth Programs'],['Rifles'],['Center-Fire Rifle: 50 yd/mtr'],"['Airgun', 'Smallbore']",http://www.taftsc.com
4159,Double Tap Shooting,11025 Balboa Ave Ste D,CA,Granada Hills,91344,(818) 363-1777,Non-NSSF,"['Public', 'Outdoor', 'Commercial Range', 'Handicap accessible', 'Public Access']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Food Service/Snacks', 'Hunter Education', 'Instruction Available', 'Picnic Area', 'Retail Store']","['Handguns', 'Rifles']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']",['Skeet Competition'],http://www.doubletapshooting.com
3514,Big Bear Valley Sportsmans Club,North Shore at Division,CA,Big Bear Lake,92315,(909) 585-4686,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Handicap accessible', 'Public Access', 'Memberships Available']",['Instruction Available'],"['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 50 yd/mtr', 'Center-Fire Rifle: 100 yd/mtr']","['Airgun', 'Muzzle Loading Events']",http://www.bbvsc.org/home.html
6328,Firing Line Indoor Shooting Range-Burbank,1060 N Lake St,CA,Burbank,91502-1624,(818) 954-9810,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available', 'Retail Store']",[],[],[],http://www.firingline.net
4150,Rancho Magnum Range,9049 9th Street,CA,Rancho Cucamonga,91730-7005,(909) 987-1299,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access', 'Memberships Available', 'Host Events Open To Public/Non-Members']","['Equipment Rentals', 'Instruction Available', 'Retail Store']",['Handguns'],['Handgun/Smallbore Rifle: 50 ft'],"['Precision Pistol', 'Smallbore']",http://www.magnumrange.com/
2628,Highland Park Sportsmen,2035 Colorado Blvd,CA,Eagle Rock,90650-1822,(323) 254-0763,Non-NSSF,"['Public', 'Outdoor', ""Gun/Sportsman's Club"", 'Public Access']",[],['Shotguns'],[],"['Hi-Power Rifle Matches', 'Smallbore']",http://www.highlandparksportsmensclub.com/index.htm
4757,Elk River Training Center,16117 Covello St,CA,Van Nuys,91406,(818) 906-3754,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Handicap accessible', 'Public Access']",[],[],[],[],http://www.elkrivertrainingcenter.com
4082,Valley Pro  Range,8300 Enadia Way,CA,North Hills,91343,(818) 794-4113,Non-NSSF,"['Public', 'Indoor/Outdoor', 'Law enforcement', 'Handicap accessible', 'Memberships Available']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Retail Store']","['Handguns', 'Rifles', 'Shotguns']","['Handgun/Smallbore Rifle: 100 yd/mtr', 'Handgun/Smallbore Rifle: 100 yd/mtr', 'Center-Fire Rifle: 500 yd/mtr']","['Practical/Action Pistol', 'Precision Pistol']",#
4285,Magnum Range,766 S Lugo Ave,CA,San Bernardino,92408-2236,(909) 884-5584,Non-NSSF,"['Public', 'Indoor', 'Commercial Range', 'Law enforcement', 'Handicap accessible', 'Public Access']","['Clubhouse/Lounge/Lodge', 'Equipment Rentals', 'Instruction Available', ""Women's Programs""]","['Handguns', 'Rifles', 'Shotguns', 'Archery Indoor']","['Handgun/Smallbore Rifle: 50 ft', 'Center-Fire Rifle: 50 ft']",['Practical/Action Pistol'],http://www.davesmagnumrange.com
